weight,tweet,label
1,concerned that it might rain today but the weather people have assured me that all lewes will see today is bright sunshine brilliant ,1
0.8057,num degrees on easter lets go ,1
1,what gorgeous end of the day crazy to think year ago severe weather was going on at this moment ,1
0.6279,watched waterworld last night during heavy storm enjoyed it because ,1
0.5993,got my num mile run in little drizzly but no worries of course now its blue skies sunny figures lol,1
0.5934,rainy days turn into perfect date nights including the happy ending ,1
0.8112,and it just started stormin smiley what great weather to sleep wink warm enough to have the fan in the window and just snooooze night all mwah ,1
1,"num c
now beautiful weather",1
0.6229,the rain is my favorite type of weather,1
1,lovely sunny day here now intend to do very little for the rest of the day smiley ,1
1,gosh love storm so lovely and cool outside smiley ,1
0.4049,last week  num weather num days ago  blizzard yielding num inches of snow today  green grass sunny skies at num i love wisconsin ,1
0.4247, next year  we do it outside dont care if it is num degrees in the burgh was num here today why did do it inside ,1
0.5789,coffee and listening to chicago in sunny kitchen and going to raleigh times and drinking beer and eating maybe cuban or maybe fried brie,1
1,thunderstorms help me sleeeeeep smiley ,1
1,"ok  ridonculously better than bay area weather up here 

 sunsoutinthehighsixties

 ",1
1,going hiking in this beautiful weather ,1
0.6015,will do always want nice weather rt“ pray for nice weather sunday while youre at it  please baseballgods,1
0.784,ready for some sunshine and birthday bash ,1
1,the cool weather is perfect for weekend lovin take advantage of it before summer gets here and its almost too hot to touch each other ,1
0.8115, what are you doing to enjoy the seattle sunshine ,1
0.8019,somebody worked in her pjs all day long whoops the sun is out so think its time to take advantage of the nice weather now ,1
0.6359,i love falling asleep to storm ,1
0.5913,its always sunny in philadelphia num bestshowever,1
1,the weather is so perfect right now love az nights ,1
1,loving the sunshine ,1
0.5067, weekend hugs to you  dr sampy and flowers and sunshine  too ,1
0.4122,rt perfect activity for rainy saturday ,1
1,home alone for the day all set with the gym  now its time for movie marathon with maggie pickle perfect movie watching weather ,1
0.5016,dare trust reports of num degree sunny weather tomorrow probably shouldnt but likely will anyway likebangingmyheadonawall,1
1,bottle of corona in my hand  united num points clear and its sunny outside life is good ,1
0.5811,i dont kno how we got here but guess what we are here work is over for me long day stressful week now time for sunny daysmiley ,1
0.8067, when you get home thursdayish it will be sunny in the num welcome home sis this is going to be the longest week ever ,1
1,i love sunny spring days in stumptown ,1
0.418,feeling some basketball in this weather ,1
0.7935,couldnt ask for better weather if you have outdoor plans this holiday weekend some minor changes though  next ,1
0.5296,the only good thing good about driving in the snow is that all red lights are  stoptional ,1
0.4065,num days until hitting the road to texas  the snow has finally melted off my van ,1
1,we ll be playing the joiners tonight perfect weather for giggin ,1
1,out enjoying some great weather chicago,1
0.4124,“ weather num prom bro its gone snow friday,1
1,me too rt ahhhh love rainy saturday mornings jammies and with the baby mymommyday,1
1,loving the weather hope its like this next week smiley ,1
0.7931,i love when my room stays dark thanks to the crappy weather no sunshine waking me up on saturday is beautiful num smiley ,1
1,loving the weather again d,1
0.6204,weather aint that bad today well  at least think so celsius is tricky,1
0.4833,its so nice outside  but im freezing ,1
1,its wonderfully warm breezy day to sit out side read for class fb,1
1, well  guess hehe but im with mom and the weather is beautiful so touché ,1
0.8008,num degrees today thats not to bad,1
1,i love this weather love my deck love my house love the city ,1
0.797,i looooove ga weather laying by the pool  and grilling steaks for dinner smiley ,1
1,enjoying the gorgeous sunny weather ,1
0.7982,tank top weather finally stoked ,1
1,there is sunshine outside and must be part of it ,1
0.8035,love when portland has sunshine it brings people out puts them in better mood there needs to be more of this ,1
1,i love when the weather gets warmer still want vacation tho to same place reaalll warm,1
0.6021, cltnews gradual clearing and warmer some welcome sunshine saturday afternoon and sunday ,1
0.806,happy earth day sunny weather smiley ,1
0.7854, its sooooo sunny hpws the wisconsin weather ,1
0.7998, its not rainy here at all im loving the weather here better than when was in wa,1
1,i love this weather could sleep on the beach tonight really,1
0.5947, fucking hate coconut koko brown ale is wonderful and amazing  first sunny day in seattle  day dreaming of summer beaches ,1
0.642,sat indoors doing revision when the weather is beautiful outside ,1
1,basking in the sun yes it might num degrees but no wind or clouds still makes for wonderful evening,1
0.5947,soo  just ran in the storm with courtney num tooofunnn smiley ,1
0.6018,glad you are okay and the weather has moved on thank you everyone for the prayers god took care of us and the tornado missed us,1
0.7574,sunny day  bucket of suds… car wash  talkin bout the car wash  girl  ,1
1,this weather is perfect ,1
1,i  high on sunshine so glad the sun poked its head out today ,1
0.804,ran num miles in num mins and felt great nice sunny run to start busy weekend ,1
1, yep its gorgeous sunny hot night for baseball we are down by two right now but know we can come back goorioles smiley ,1
1,happy st georges day my fellow english people num spend it in the sunshine ,1
1,sunshine in seattle is heaven on earth num seattle,1
0.6159,happy to see here this morning  and in the cj good rainy morning all ,1
0.7921, bet youre pumped to have your shades for this awesome weather wasteoftime ,1
0.8094,coffee and breakfast outside in sunshine overlooking the fields contemplating the day ahead sounds good to me =d,1
1,spent the day on the beach writing my book and loved the day it was cold and windy but was on the water so it was amazing ,1
1, say we both go visit im sure he has comfy couch we could use that nice weather he has coffee on me wink ,1
0.627,football in this weather smiley ,1
0.6904,so lovely weather today and were hanging inside watching soccer ,1
1,rainy saturday morning ,1
1, ha yes agree hope youre enjoying the sunshine its lovely looking good in the hot tub as well smiley ,1
0.8124,rt dont underestimate how good sunshine can make you feel its natures way of injecting you with pma ,1
0.6111,great weather  good thing im inside ilike thunderstorms,1
0.8038,nice weather today too bad will spend it inside damn factory fml,1
1,i like that can still enjoy the weather while im working smiley ,1
0.4983,been working out every day lets get back in shape almost bikini weather smiley ,1
1,i love dis kinns weather justright,1
1,finally good weather for camping ,1
0.79,love thunderstorms ,1
0.8121,sunshine ,1
1,doing pool time and loving it thank god for the good weather mimosatime,1
0.4035,rt clear weather helps in search for two missing backcountry skiers at grand teton national park ,1
0.6152, heres the weather its nice this is the time of the year people should visit las vegas ,1
1,its so sunny outside and warm and im around family rite now  its good day to be in the hood,1
1,the kind of day that makes me want to tell all you southerners to keep whatcha got ill take this smiley num degrees and perfect ,1
1,co sign rt im glad the weather allows me to bdaysuitthug the simple things in life,1
0.8102, twitter needs  like  button smiley glad youre seeing some sunshine ,1
1,wow it is beautiful out today hope this weather lasts for the weekend ,1
1,good luck to everyone competing at badminton horse trials and all those spectating enjoy the sunshine let us ,1
0.4028,oh good  special weather advisory ,1
0.5972,smiley shld be fun nice sunny day rt ill join you paula my trusty revolver ,1
1,r and are chillaxing in the sunshine while big sis sadie gets bath sucka ,1
